user_id,item_id,interaction
10,78,view
11,47,view
11,62,click
11,76,view
11,90,view
11,39,view
11,94,view
11,10,purchase
11,100,view
11,95,view
11,19,view
11,1,view
11,4,view
11,80,view
11,92,view
11,91,click
11,12,view
11,33,view
11,51,click
11,12,view
11,33,view
12,43,view
12,13,view
12,46,view
12,35,view
12,90,view
12,26,view
12,34,view
12,7,view
12,75,click
12,36,view
12,36,view
12,73,view
12,99,purchase
12,36,view
12,96,view
12,62,view
12,12,view
12,13,click
12,99,view
12,17,view
13,84,click
13,86,view
13,19,view
13,12,purchase
13,19,view
13,71,purchase
13,95,purchase
13,83,view
13,16,view
13,99,view
13,52,view
13,100,purchase
13,16,click
13,53,view
13,39,purchase
13,5,click
13,93,view
13,18,purchase
13,9,click
13,17,view
14,7,view
14,40,view
14,50,click
14,66,view
14,37,view
14,8,view
14,65,click
14,17,purchase
14,89,view
14,36,view
14,31,view
14,54,click
14,74,purchase
14,39,view
14,45,view
14,92,view
14,20,view
14,61,click
14,39,click
14,77,view
15,63,view
15,25,click
15,38,view
15,58,view
15,32,view
15,47,click
15,85,purchase
15,36,view
15,20,view
15,47,view
15,14,view
15,1,view
15,3,purchase
15,57,purchase
15,74,purchase
15,72,view
15,24,view
15,8,view
15,36,view
15,58,view
16,28,view
16,41,view
16,27,view
16,17,view
16,84,view
16,29,view
16,35,click
16,82,view
16,69,view
16,66,view
16,30,click
16,5,view
16,33,click
16,18,purchase
16,49,view
16,26,view
16,86,click
16,49,click
16,98,view
16,1,view
17,55,click
17,81,view
17,5,purchase
17,53,view
17,53,purchase
17,74,view
17,85,view
17,1,purchase
17,77,view
17,65,view
17,32,view
17,95,view
17,26,view
17,54,click
17,50,click
17,54,purchase
17,94,click
17,57,view
17,47,view
17,85,view
18,75,view
18,38,view
18,98,view
18,98,view
18,79,view
18,63,click
18,38,view
18,79,view
18,51,view
18,29,view
18,56,click
18,17,view
18,88,view
18,6,view
18,77,view
18,43,view
18,23,view
18,95,view
18,16,view
18,4,view
19,67,click
19,27,view
19,50,view
19,51,view
19,5,view
19,42,view
19,21,view
19,5,view
19,90,click
19,49,view
19,45,view
19,26,click
19,86,view
19,94,view
19,48,view
19,26,click
19,8,click
19,52,view
19,56,view
19,90,click
20,78,view
20,26,view
20,56,view
20,3,click
20,18,view
20,99,view
20,64,view
20,28,view
20,57,click
20,86,view
20,44,view
20,13,view
20,68,view
20,18,view
20,86,view
20,8,view
20,83,view
20,6,click
20,64,view
20,56,view
21,70,view
21,33,view
21,21,view
21,4,click
21,62,view
21,95,view
21,9,view
21,31,view
21,36,purchase
21,6,view
21,92,purchase
21,79,click
21,94,view
21,51,click
21,66,view
21,8,view
21,45,click
21,70,purchase
21,68,view
21,97,click
22,12,view
22,90,click
22,38,view
22,11,purchase
22,77,view
22,33,view
22,10,view
22,10,purchase
22,13,view
22,84,view
22,73,click
22,75,view
22,38,view
22,94,view
22,69,click
22,50,view
22,75,purchase
22,76,view
22,1,click
22,22,view
23,93,view
23,14,click
23,35,view
23,5,view
23,78,view
23,4,view
23,42,view
23,40,view
23,14,click
23,38,view
23,63,view
23,25,view
23,66,view
23,51,view
23,70,purchase
23,7,click
23,42,view
23,15,click
23,33,view
23,27,click
24,38,click
24,27,click
24,68,view
24,10,view
24,74,view
24,38,view
24,47,click
24,88,view
24,15,click
24,5,view
24,68,click
24,2,view
24,36,view
24,43,view
24,20,view
24,74,view
24,6,view
24,47,view
24,12,purchase
24,62,view
25,97,view
25,60,view
25,100,purchase
25,5,purchase
25,72,view
25,92,view
25,9,view
25,29,view
25,41,purchase
25,23,view
25,21,view
25,36,view
25,57,view
25,54,view
25,40,view
25,47,view
25,9,view
25,57,view
25,41,view
25,25,click
26,38,view
26,82,view
26,91,view
26,43,view
26,51,view
26,25,view
26,70,view
26,33,view
26,63,view
26,26,view
26,85,view
26,81,purchase
26,49,view
26,86,view
26,61,view
26,71,view
26,13,view
26,51,view
26,83,view
26,30,view
27,45,view
27,16,view
27,18,view
27,47,view
27,92,view
27,94,view
27,63,view
27,8,click
27,3,view
27,74,click
27,34,view
27,87,purchase
27,32,click
27,93,view
27,57,view
27,88,view
27,72,view
27,67,click
27,92,view
27,34,click
28,88,click
28,46,click
28,68,purchase
28,54,view
28,95,view
28,82,view
28,7,click
28,85,view
28,19,view
28,60,click
28,1,click
28,20,view
28,2,view
28,12,click
28,37,view
28,94,view
28,53,view
28,86,click
28,81,click
28,59,click
29,96,view
29,81,view
29,40,view
29,25,view
29,22,click
29,4,view
29,29,view
29,87,view
29,70,purchase
29,85,click
29,41,view
29,17,view
29,76,view
29,86,view
29,57,view
29,91,view
29,12,view
29,53,view
29,45,click
29,85,view
30,46,view
30,54,click
30,51,view
30,26,view
30,11,view
30,36,click
30,39,view
30,54,view
30,24,purchase
30,69,view
30,36,view
30,83,view
30,81,view
30,98,view
30,66,view
30,73,view
30,1,view
30,43,view
30,25,view
30,3,view
31,44,purchase
31,98,view
31,44,click
31,49,view
31,74,view
31,47,view
31,80,click
31,8,view
31,81,view
31,80,click
31,25,purchase
31,12,view
31,26,view
31,26,view
31,10,view
31,17,view
31,85,view
31,7,view
31,7,view
31,48,view
32,59,purchase
32,82,click
32,39,view
32,59,click
32,17,view
32,24,view
32,60,view
32,3,view
32,40,view
32,87,view
32,15,click
32,4,click
32,25,click
32,33,click
32,42,click
32,66,view
32,42,purchase
32,13,view
32,32,purchase
32,39,view
33,29,click
33,93,view
33,57,view
33,10,view
33,84,click
33,94,view
33,45,view
33,30,click
33,18,view
33,25,view
33,53,purchase
33,73,view
33,88,view
33,59,purchase
33,61,view
33,70,purchase
33,63,purchase
33,11,purchase
33,98,view
33,52,view
34,72,purchase
34,63,view
34,74,view
34,57,view
34,3,click
34,5,view
34,47,view
34,9,purchase
34,61,view
34,35,click
34,62,purchase
34,3,click
34,13,view
34,89,view
34,14,click
34,11,click
34,67,view
34,29,click
34,25,click
34,42,click
35,40,purchase
35,11,view
35,88,view
35,38,view
35,5,view
35,18,view
35,60,view
35,28,view
35,81,view
35,45,view
35,93,purchase
35,67,view
35,98,view
35,77,view
35,6,view
35,80,view
35,97,view
35,48,click
35,45,view
35,42,view
36,27,click
36,7,click
36,45,click
36,31,click
36,10,click
36,53,click
36,31,view
36,2,click
36,93,view
36,66,view
36,46,view
36,17,view
36,98,view
36,88,click
36,70,view
36,71,view
36,96,click
36,28,view
36,94,click
36,22,purchase
37,96,click
37,68,view
37,17,click
37,17,view
37,65,view
37,82,click
37,64,view
37,76,click
37,99,view
37,76,view
37,11,click
37,79,click
37,75,view
37,26,view
37,98,purchase
37,81,view
37,39,view
37,29,view
37,32,view
37,78,view
38,75,view
38,81,purchase
38,56,view
38,21,purchase
38,59,purchase
38,19,view
38,3,view
38,58,click
38,15,click
38,35,view
38,25,click
38,18,click
38,80,view
38,60,view
38,17,view
38,8,click
38,46,view
38,71,view
38,64,view
38,24,purchase
39,3,view
39,15,view
39,78,view
39,84,view
39,38,view
39,60,view
39,2,click
39,11,purchase
39,81,view
39,18,view
39,82,view
39,95,click
39,11,view
39,33,purchase
39,41,view
39,86,click
39,41,view
39,46,view
39,80,view
39,92,click
40,74,click
40,97,view
40,33,click
40,30,view
40,26,view
40,66,purchase
40,90,view
40,15,view
40,44,view
40,75,view
40,6,view
40,73,view
40,32,view
40,76,click
40,50,view
40,84,view
40,7,view
40,80,view
40,58,click
40,3,view
41,60,click
41,75,click
41,12,view
41,13,view
41,19,purchase
41,100,click
41,93,click
41,55,view
41,44,view
41,18,view
41,37,purchase
41,59,view
41,74,view
41,61,view
41,63,view
41,7,view
41,94,purchase
41,58,click
41,20,view
41,92,view
42,20,view
42,50,click
42,96,view
42,98,view
42,66,view
42,36,view
42,42,purchase
42,58,purchase
42,12,view
42,18,view
42,15,view
42,26,click
42,94,view
42,44,view
42,2,view
42,69,view
42,41,view
42,60,view
42,14,view
42,89,view
43,70,view
43,89,purchase
43,66,click
43,5,view
43,40,view
43,36,purchase
43,47,view
43,10,view
43,14,view
43,93,view
43,94,view
43,5,view
43,43,purchase
43,57,view
43,84,view
43,37,view
43,76,view
43,44,view
43,79,view
43,61,view
44,78,view
44,37,purchase
44,29,view
44,35,view
44,59,view
44,51,view
44,20,purchase
44,88,view
44,98,view
44,29,click
44,95,view
44,43,view
44,44,view
44,23,view
44,45,view
44,50,view
44,8,purchase
44,1,click
44,29,view
44,5,purchase
45,47,view
45,55,purchase
45,43,view
45,82,view
45,8,click
45,76,view
45,89,view
45,33,view
45,31,view
45,53,view
45,90,view
45,66,purchase
45,70,view
45,33,view
45,48,click
45,77,view
45,75,click
45,4,view
45,70,purchase
45,13,click
46,83,click
46,1,view
46,54,view
46,85,view
46,76,view
46,15,view
46,60,view
46,33,view
46,35,view
46,90,view
46,72,view
46,74,click
46,9,view
46,26,purchase
46,66,view
46,93,view
46,12,view
46,48,view
46,44,view
46,43,click
47,70,click
47,43,view
47,23,view
47,80,view
47,15,view
47,75,view
47,68,purchase
47,86,view
47,78,view
47,52,view
47,29,click
47,35,view
47,36,click
47,2,view
47,4,click
47,94,view
47,95,click
47,39,view
47,71,view
47,42,view
48,56,purchase
48,68,view
48,54,view
48,45,view
48,13,view
48,21,click
48,9,click
48,15,view
48,42,purchase
48,80,view
48,91,click
48,50,click
48,100,view
48,74,click
48,19,view
48,97,view
48,69,view
48,99,click
48,33,view
48,81,view
49,37,view
49,92,view
49,11,view
49,78,view
49,57,view
49,2,view
49,7,view
49,67,view
49,39,click
49,75,purchase
49,60,click
49,68,click
49,42,purchase
49,36,view
49,97,view
49,73,view
49,70,view
49,68,view
49,60,view
49,5,view
50,32,view
50,72,view
50,44,view
50,3,view
50,2,purchase
50,2,view
50,35,click
50,30,view
50,22,view
50,36,purchase
50,93,view
50,55,view
50,62,view
50,55,click
50,17,view
50,8,click
50,16,view
50,23,view
50,5,click
50,65,click
51,21,view
51,22,view
51,32,view
51,16,view
51,98,view
51,36,view
51,66,view
51,2,purchase
51,73,view
51,67,view
51,23,purchase
51,82,view
51,35,click
51,15,purchase
51,12,purchase
51,42,view
51,45,view
51,88,view
51,78,click
51,80,view
52,14,view
52,21,view
52,91,view
52,82,purchase
52,82,view
52,25,view
52,54,view
52,95,view
52,80,click
52,52,view
52,41,click
52,13,view
52,8,view
52,68,view
52,68,view
52,12,purchase
52,96,view
52,31,view
52,18,view
52,63,view
53,93,view
53,2,view
53,83,view
53,5,click
53,10,view
53,11,click
53,31,view
53,73,view
53,9,view
53,73,click
53,7,view
53,97,view
53,40,click
53,52,view
53,36,view
53,50,view
53,63,view
53,99,view
53,92,view
53,71,click
54,86,purchase
54,55,view
54,91,view
54,79,view
54,87,view
54,39,view
54,13,view
54,85,view
54,45,view
54,81,view
54,60,view
54,21,click
54,55,view
54,68,click
54,82,view
54,93,view
54,38,view
54,42,click
54,64,click
54,9,purchase
55,2,view
55,29,view
55,58,view
55,21,click
55,34,view
55,86,view
55,79,click
55,87,view
55,83,view
55,44,view
55,8,view
55,87,click
55,51,view
55,24,view
55,20,click
55,58,view
55,100,view
55,15,purchase
55,28,view
55,58,view
56,94,click
56,8,view
56,38,view
56,92,click
56,8,click
56,25,purchase
56,79,view
56,49,view
56,68,click
56,41,purchase
56,62,click
56,10,click
56,12,view
56,2,view
56,53,purchase
56,16,click
56,98,view
56,15,view
56,18,view
56,25,view
57,78,view
57,89,view
57,30,purchase
57,44,view
57,46,view
57,21,view
57,32,view
57,39,click
57,47,view
57,13,view
57,8,click
57,7,view
57,96,view
57,86,click
57,89,purchase
57,29,click
57,2,view
57,79,view
57,50,view
57,23,click
58,77,view
58,37,view
58,56,view
58,19,view
58,30,click
58,25,click
58,8,view
58,16,click
58,5,click
58,4,view
58,96,click
58,98,view
58,10,click
58,46,view
58,27,view
58,13,view
58,36,view
58,90,click
58,12,click
58,14,click
59,53,view
59,75,click
59,95,view
59,56,view
59,58,view
59,4,click
59,24,view
59,26,view
59,85,view
59,21,view
59,46,view
59,57,view
59,17,view
59,4,view
59,3,view
59,80,view
59,4,view
59,24,view
59,82,view
59,60,click
60,49,view
60,83,view
60,76,click
60,31,click
60,19,view
60,100,view
60,55,view
60,63,view
60,92,click
60,75,click
60,45,view
60,70,view
60,47,view
60,70,purchase
60,75,click
60,90,view
60,61,purchase
60,3,view
60,94,click
60,70,view
61,51,purchase
61,42,click
61,26,click
61,93,view
61,84,click
61,74,purchase
61,100,view
61,4,view
61,39,view
61,1,click
61,100,click
61,54,view
61,60,view
61,84,view
61,36,view
61,24,view
61,30,view
61,7,view
61,92,click
61,10,view
62,54,view
62,89,click
62,44,view
62,100,view
62,84,view
62,57,view
62,50,view
62,7,view
62,15,view
62,75,purchase
62,15,click
62,21,view
62,14,click
62,58,purchase
62,69,view
62,90,view
62,49,view
62,89,purchase
62,12,view
62,41,view
63,68,view
63,71,view
63,33,view
63,61,view
63,28,click
63,41,click
63,49,view
63,70,view
63,98,view
63,85,view
63,22,click
63,66,view
63,16,view
63,39,view
63,88,click
63,38,click
63,10,purchase
63,63,view
63,32,view
63,20,view
64,68,click
64,86,view
64,85,view
64,92,view
64,40,purchase
64,26,view
64,66,view
64,3,purchase
64,97,view
64,99,view
64,52,view
64,50,view
64,69,purchase
64,12,view
64,24,view
64,41,view
64,85,view
64,9,view
64,48,click
64,82,view
65,84,view
65,2,view
65,3,view
65,27,view
65,40,view
65,92,view
65,8,click
65,48,view
65,4,click
65,19,click
65,12,click
65,16,purchase
65,21,click
65,34,view
65,95,view
65,27,view
65,3,view
65,25,click
65,26,view
65,5,purchase
66,92,click
66,50,view
66,60,view
66,11,purchase
66,73,view
66,98,click
66,76,view
66,90,view
66,28,click
66,62,click
66,35,view
66,41,click
66,82,click
66,57,view
66,22,click
66,11,click
66,91,view
66,84,click
66,34,view
66,40,view
67,47,view
67,73,view
67,1,click
67,87,view
67,67,view
67,25,view
67,15,view
67,99,click
67,53,view
67,14,purchase
67,17,click
67,99,view
67,79,view
67,97,click
67,91,view
67,91,view
67,46,view
67,100,view
67,62,view
67,30,click
68,84,view
68,40,click
68,26,purchase
68,22,click
68,83,purchase
68,3,click
68,73,click
68,45,purchase
68,63,view
68,19,click
68,14,view
68,53,view
68,40,view
68,9,view
68,52,view
68,75,view
68,59,click
68,41,view
68,68,click
68,2,view
69,86,click
69,55,view
69,62,click
69,30,view
69,11,purchase
69,50,view
69,21,view
69,20,view
69,44,view
69,73,purchase
69,68,click
69,98,click
69,65,view
69,87,view
69,76,purchase
69,46,click
69,19,click
69,93,view
69,21,view
69,20,click
70,51,view
70,71,view
70,4,view
70,45,purchase
70,66,view
70,91,click
70,1,view
70,38,view
70,25,view
70,61,view
70,90,purchase
70,83,view
70,65,view
70,99,view
70,35,view
70,84,view
70,13,view
70,49,view
70,62,click
70,20,view
71,90,view
71,49,view
71,54,purchase
71,9,click
71,49,view
71,88,view
71,59,view
71,41,view
71,64,click
71,19,view
71,46,view
71,40,view
71,76,click
71,61,click
71,12,view
71,33,click
71,92,click
71,8,click
71,46,view
71,47,view
72,47,click
72,18,view
72,94,click
72,36,view
72,19,view
72,40,click
72,97,view
72,15,click
72,2,view
72,74,view
72,75,view
72,14,view
72,73,view
72,28,view
72,70,view
72,2,view
72,3,view
72,40,click
72,41,view
72,35,view
73,55,view
73,90,purchase
73,62,view
73,95,view
73,24,view
73,28,view
73,18,view
73,45,view
73,53,click
73,30,view
73,98,view
73,67,click
73,79,click
73,23,view
73,48,view
73,57,view
73,33,view
73,34,view
73,37,view
73,37,click
74,65,purchase
74,19,view
74,60,view
74,35,view
74,95,click
74,11,view
74,38,click
74,8,view
74,56,purchase
74,65,view
74,50,view
74,88,view
74,75,view
74,26,view
74,64,view
74,51,view
74,59,view
74,30,view
74,37,purchase
74,35,click
75,68,purchase
75,73,purchase
75,77,view
75,17,view
75,22,view
75,37,view
75,13,view
75,86,view
75,87,view
75,42,click
75,51,view
75,85,view
75,21,purchase
75,68,view
75,92,view
75,99,view
75,98,view
75,51,click
75,99,click
75,86,view
76,19,view
76,85,view
76,5,view
76,36,purchase
76,64,view
76,98,click
76,45,view
76,21,click
76,92,view
76,56,view
76,46,view
76,70,view
76,19,view
76,52,click
76,55,view
76,75,view
76,88,view
76,27,view
76,81,click
76,78,view
77,92,click
77,4,click
77,35,view
77,73,view
77,45,view
77,97,click
77,19,view
77,67,view
77,13,purchase
77,61,purchase
77,80,click
77,22,view
77,43,click
77,10,view
77,21,view
77,66,view
77,35,view
77,57,click
77,35,purchase
77,8,purchase
78,71,view
78,67,click
78,25,view
78,15,view
78,8,click
78,73,click
78,36,click
78,63,view
78,9,click
78,78,view
78,30,view
78,75,view
78,3,view
78,77,purchase
78,34,view
78,83,view
78,16,view
78,17,view
78,16,view
78,66,view
79,13,view
79,31,view
79,39,view
79,87,purchase
79,55,purchase
79,93,view
79,39,view
79,30,purchase
79,21,view
79,19,view
79,86,view
79,55,view
79,62,view
79,100,view
79,52,view
79,14,view
79,53,click
79,22,view
79,4,view
79,87,click
80,12,view
80,78,click
80,98,click
80,76,view
80,57,view
80,93,view
80,96,view
80,81,view
80,50,view
80,6,view
80,64,view
80,11,click
80,19,view
80,34,view
80,100,purchase
80,51,view
80,49,view
80,56,purchase
80,37,view
80,87,view
81,33,purchase
81,89,click
81,10,view
81,85,click
81,13,view
81,24,click
81,17,view
81,25,view
81,21,view
81,83,view
81,42,view
81,48,view
81,41,view
81,18,view
81,99,view
81,71,click
81,82,view
81,100,click
81,16,view
81,38,view
82,56,view
82,100,view
82,45,view
82,9,view
82,7,view
82,3,view
82,44,view
82,54,view
82,100,view
82,99,view
82,49,view
82,10,view
82,47,click
82,46,view
82,24,click
82,81,view
82,10,view
82,3,view
82,17,purchase
82,24,click
83,25,purchase
83,60,view
83,65,view
83,28,view
83,81,view
83,58,click
83,53,view
83,47,click
83,34,view
83,7,view
83,25,click
83,58,view
83,57,view
83,16,view
83,100,view
83,100,click
83,73,view
83,8,click
83,89,view
83,45,view
84,4,click
84,29,view
84,98,view
84,77,click
84,87,view
84,4,purchase
84,9,view
84,56,purchase
84,50,view
84,32,view
84,17,view
84,71,view
84,26,click
84,45,view
84,77,click
84,68,view
84,28,view
84,65,view
84,52,view
84,54,view
85,47,view
85,46,view
85,5,view
85,75,view
85,33,purchase
85,27,click
85,96,view
85,21,purchase
85,6,view
85,86,click
85,78,view
85,13,view
85,3,view
85,93,view
85,33,view
85,75,click
85,11,view
85,70,view
85,68,purchase
85,48,view
86,59,purchase
86,76,view
86,89,purchase
86,87,view
86,82,purchase
86,4,click
86,29,purchase
86,98,view
86,43,view
86,66,purchase
86,8,view
86,8,click
86,100,view
86,65,view
86,81,view
86,88,click
86,93,view
86,9,click
86,36,view
86,28,view
87,43,view
87,42,view
87,66,view
87,48,view
87,27,view
87,67,click
87,45,view
87,9,view
87,27,purchase
87,1,view
87,93,view
87,67,view
87,94,purchase
87,91,view
87,17,click
87,93,view
87,91,view
87,65,view
87,58,click
87,20,view
88,10,click
88,41,view
88,65,view
88,98,view
88,41,purchase
88,69,click
88,56,view
88,99,view
88,19,view
88,71,click
88,71,click
88,5,view
88,4,click
88,84,view
88,93,view
88,19,view
88,46,view
88,91,view
88,15,click
88,1,view
89,24,click
89,63,view
89,98,click
89,24,view
89,67,view
89,49,view
89,23,purchase
89,95,view
89,62,view
89,60,view
89,57,purchase
89,7,view
89,85,view
89,3,click
89,86,click
89,92,view
89,36,click
89,69,click
89,58,view
89,62,click
90,27,view
90,57,view
90,47,click
90,39,view
90,22,view
90,21,view
90,16,view
90,31,click
90,32,view
90,9,view
90,96,view
90,17,view
90,52,view
90,21,view
90,65,click
90,51,view
90,88,view
90,15,click
90,70,purchase
90,23,view
91,57,view
91,41,view
91,13,view
91,84,purchase
91,3,view
91,49,click
91,47,view
91,64,view
91,67,view
91,100,click
91,68,view
91,83,click
91,35,view
91,58,view
91,34,view
91,4,view
91,29,click
91,97,purchase
91,83,view
91,69,click
92,6,view
92,64,click
92,19,view
92,43,click
92,20,view
92,44,view
92,22,view
92,72,view
92,56,purchase
92,16,purchase
92,51,view
92,80,view
92,97,view
92,53,view
92,27,view
92,6,view
92,57,click
92,69,view
92,59,view
92,50,view
93,19,view
93,66,view
93,39,purchase
93,13,click
93,7,view
93,14,click
93,54,view
93,20,view
93,82,purchase
93,57,view
93,62,view
93,17,view
93,58,view
93,62,view
93,82,click
93,41,view
93,49,view
93,3,view
93,89,click
93,2,view
94,74,view
94,26,view
94,39,view
94,20,view
94,54,view
94,19,view
94,66,view
94,34,click
94,6,view
94,10,view
94,96,view
94,59,view
94,2,click
94,65,view
94,89,view
94,79,view
94,51,click
94,22,view
94,30,view
94,28,view
95,45,view
95,49,view
95,83,purchase
95,36,click
95,46,view
95,32,view
95,38,view
95,27,view
95,35,click
95,85,purchase
95,28,click
95,4,view
95,73,view
95,19,view
95,17,view
95,41,view
95,84,view
95,39,view
95,23,view
95,52,view
96,63,view
96,69,view
96,34,view
96,61,view
96,62,view
96,75,view
96,94,purchase
96,10,click
96,19,view
96,63,view
96,46,view
96,65,view
96,91,view
96,51,click
96,81,purchase
96,6,click
96,39,view
96,28,purchase
96,37,view
96,56,click
97,2,view
97,60,click
97,40,view
97,37,click
97,18,click
97,22,click
97,58,view
97,4,view
97,7,view
97,54,view
97,92,view
97,55,click
97,38,view
97,1,purchase
97,85,view
97,5,click
97,92,view
97,71,click
97,47,view
97,35,click
98,1,view
98,60,view
98,23,view
98,61,view
98,52,click
98,55,view
98,55,purchase
98,36,view
98,49,view
98,39,view
98,85,purchase
98,6,view
98,35,view
98,41,click
98,42,click
98,76,click
98,67,view
98,86,view
98,37,view
98,32,view
99,23,view
99,85,click
99,6,click
99,94,view
99,33,view
99,32,click
99,78,view
99,36,view
99,28,view
99,39,view
99,19,view
99,28,view
99,9,view
99,62,click
99,67,view
99,47,click
99,29,view
99,13,click
99,34,view
99,77,view
100,64,purchase
100,39,view
100,26,view
100,13,view
100,49,view
100,58,view
100,53,click
100,62,click
100,25,view
100,3,view
100,32,click
100,16,view
100,28,view
100,56,click
100,86,click
100,51,view
100,71,view
100,83,click
100,41,click
100,3,view
101,46,view
101,18,purchase
101,48,view
101,8,click
101,76,view
101,36,click
101,57,purchase
101,82,view
101,45,purchase
101,20,purchase
101,93,view
101,3,view
101,64,view
101,55,view
101,60,click
101,95,click
101,91,view
101,2,view
101,49,view
101,31,click
102,61,view
102,48,view
102,8,view
102,58,click
102,45,view
102,96,view
102,81,view
102,83,view
102,29,view
102,92,view
102,92,view
102,58,purchase
102,87,view
102,21,view
102,36,click
102,86,click
102,76,view
102,13,click
102,16,view
102,59,view
103,59,click
103,94,purchase
103,44,click
103,80,view
103,2,view
103,90,view
103,62,click
103,62,view
103,67,purchase
103,94,view
103,94,view
103,28,view
103,13,view
103,7,view
103,53,click
103,4,view
103,70,click
103,84,view
103,28,view
103,37,view
104,70,view
104,96,view
104,5,view
104,46,view
104,6,view
104,59,view
104,29,view
104,77,click
104,2,click
104,97,view
104,38,view
104,20,purchase
104,61,click
104,96,view
104,67,purchase
104,35,view
104,16,view
104,35,view
104,59,click
104,54,view
105,48,view
105,86,view
105,78,purchase
105,49,click
105,32,view
105,58,view
105,80,view
105,10,view
105,68,purchase
105,19,view
105,74,view
105,25,view
105,83,click
105,11,purchase
105,55,view
105,63,view
105,51,view
105,50,view
105,42,click
105,25,view
106,32,view
106,18,view
106,54,view
106,87,purchase
106,44,view
106,41,view
106,89,view
106,74,view
106,65,view
106,4,view
106,76,view
106,47,view
106,46,view
106,20,view
106,33,view
106,43,view
106,40,click
106,94,purchase
106,28,view
106,94,click
107,66,view
107,66,purchase
107,26,click
107,40,view
107,20,view
107,40,view
107,81,view
107,55,click
107,62,view
107,80,click
107,56,view
107,53,click
107,73,purchase
107,84,view
107,81,view
107,57,view
107,95,click
107,20,view
107,53,purchase
107,49,view
108,42,purchase
108,19,view
108,98,view
108,58,view
108,20,view
108,88,view
108,52,view
108,84,purchase
108,40,view
108,56,view
108,11,view
108,8,view
108,56,view
108,39,view
108,36,view
108,96,purchase
108,26,click
108,95,click
108,38,click
108,87,view
109,31,view
109,92,view
109,62,view
109,10,view
109,24,view
109,60,view
109,17,view
109,95,view
109,57,click
109,53,view
109,9,view
109,89,view
109,76,click
109,15,view
109,79,view
109,39,view
109,32,click
109,20,view
109,85,view
109,80,view
110,76,view
110,83,view
110,99,click
110,16,view
110,68,view
110,96,view
110,13,click
110,6,view
110,60,view
110,95,view
110,39,purchase
110,77,view
110,63,view
110,92,view
110,67,view
110,98,purchase
110,96,purchase
110,72,view
110,62,view
110,78,view
111,10,view
111,59,view
111,59,click
111,69,view
111,89,view
111,31,view
111,84,view
111,22,click
111,45,click
111,49,view
111,77,view
111,36,view
111,15,view
111,24,view
111,91,view
111,46,view
111,59,view
111,59,view
111,28,click
111,16,view
112,82,view
112,30,purchase
112,96,view
112,94,view
112,43,view
112,21,view
112,81,view
112,15,purchase
112,74,click
112,53,view
112,52,view
112,57,view
112,54,purchase
112,44,view
112,98,view
112,32,view
112,97,click
112,57,view
112,27,view
112,65,view
113,42,view
113,11,view
113,95,click
113,32,view
113,85,view
113,23,purchase
113,86,view
113,37,click
113,54,view
113,49,view
113,11,view
113,21,purchase
113,63,view
113,28,view
113,6,view
